,fundo,data_pagamento,cotacao,dy,rendimento
3375,RBRY11,2024-05-17,91.78,"1,04%",0.95
3376,RBRY11,2024-04-16,91.27,"1,10%",1.0
3377,RBRY11,2024-03-18,91.35,"1,11%",1.01
3378,RBRY11,2024-02-20,92.31,"1,14%",1.05
3379,RBRY11,2024-01-17,91.12,"1,10%",1.0
3380,RBRY11,2023-12-18,90.46,"1,11%",1.0
3381,RBRY11,2023-11-20,91.88,"1,09%",1.0
3382,RBRY11,2023-10-18,91.59,"1,31%",1.2
3383,RBRY11,2023-09-19,92.91,"1,29%",1.2
3384,RBRY11,2023-08-16,92.51,"1,30%",1.2
3385,RBRY11,2023-07-18,91.34,"1,37%",1.25
3386,RBRY11,2023-06-19,89.81,"1,39%",1.25
3387,RBRY11,2023-05-17,88.15,"1,42%",1.25
3388,RBRY11,2023-04-19,85.19,"1,47%",1.25
3389,RBRY11,2023-03-16,88.05,"1,36%",1.2
3390,RBRY11,2023-02-16,87.61,"1,31%",1.15
3391,RBRY11,2023-01-17,88.36,"1,24%",1.1
3392,RBRY11,2022-12-16,87.06,"1,15%",1.0
3393,RBRY11,2022-11-18,89.32,"1,12%",1.0
3394,RBRY11,2022-10-19,92.05,"1,09%",1.0
3395,RBRY11,2022-09-19,94.8,"1,27%",1.2
3396,RBRY11,2022-08-16,92.61,"1,46%",1.35
3397,RBRY11,2022-07-18,92.43,"1,53%",1.41
3398,RBRY11,2022-06-17,93.42,"1,34%",1.25
3399,RBRY11,2022-05-17,95.37,"1,31%",1.25
3400,RBRY11,2022-04-19,96.4,"1,35%",1.3
3401,RBRY11,2022-03-17,95.62,"1,20%",1.15
3402,RBRY11,2022-02-16,97.46,"1,18%",1.15
3403,RBRY11,2022-01-18,95.65,"1,40%",1.34
3404,RBRY11,2021-12-16,93.83,"1,19%",1.12
3405,RBRY11,2021-11-18,93.43,"1,07%",1.0
3406,RBRY11,2021-10-19,94.32,"0,95%",0.9
3407,RBRY11,2021-09-17,88.62,"0,85%",0.75
3408,RBRY11,2021-08-13,94.22,"0,80%",0.75
3409,RBRY11,2021-07-19,93.33,"1,16%",1.08
3410,RBRY11,2021-06-17,94.89,"0,79%",0.75
3411,RBRY11,2021-05-18,95.02,"0,74%",0.7
3412,RBRY11,2021-04-19,96.16,"0,73%",0.7
3413,RBRY11,2021-03-16,96.41,"0,78%",0.75
3414,RBRY11,2021-02-12,97.25,"0,77%",0.75
3415,RBRY11,2021-01-19,96.62,"1,00%",0.97
3416,RBRY11,2020-12-16,93.87,"0,80%",0.75
3417,RBRY11,2020-11-18,94.75,"0,63%",0.6
3418,RBRY11,2020-10-19,94.52,"0,63%",0.6
3419,RBRY11,2020-09-17,93.87,"0,64%",0.6
3420,RBRY11,2020-08-14,90.22,"0,67%",0.6
3421,RBRY11,2020-07-16,91.13,"0,71%",0.65
3422,RBRY11,2020-06-17,91.13,"0,71%",0.65
3423,RBRY11,2020-05-19,89.32,"0,73%",0.65
3424,RBRY11,2020-04-17,95.11,"0,68%",0.65
3437,OUJP11,2025-03-18,70.53,"1,32%",0.93
3438,OUJP11,2025-02-14,65.97,"1,38%",0.91
3439,OUJP11,2025-01-15,70.86,"1,75%",1.24
3440,OUJP11,2024-12-13,74.69,"1,20%",0.9
3441,OUJP11,2024-11-14,74.64,"1,21%",0.9
3442,OUJP11,2024-10-14,73.84,"1,15%",0.85
3443,OUJP11,2024-09-13,74.34,"1,14%",0.85
3444,OUJP11,2024-08-14,73.99,"1,11%",0.82
3445,OUJP11,2024-07-12,76.61,"1,07%",0.82
3446,OUJP11,2024-06-14,81.91,"1,11%",0.91
3447,OUJP11,2024-05-15,84.42,"1,08%",0.91
3448,OUJP11,2024-04-12,87.97,"1,03%",0.91
3449,OUJP11,2024-03-14,85.96,"1,06%",0.91
3450,OUJP11,2024-02-16,91.42,"1,00%",0.91
3451,OUJP11,2024-01-15,89.61,"1,00%",0.9
3452,OUJP11,2023-12-14,89.11,"1,12%",1.0
3453,OUJP11,2023-11-16,86.16,"1,16%",1.0
3454,OUJP11,2023-10-16,90.99,"1,10%",1.0
3455,OUJP11,2023-09-15,92.45,"1,19%",1.1
3456,OUJP11,2023-08-14,92.15,"1,30%",1.2
3457,OUJP11,2023-07-14,93.11,"1,34%",1.25
3458,OUJP11,2023-06-15,89.9,"1,39%",1.25
3459,OUJP11,2023-05-15,85.05,"1,47%",1.25
3460,OUJP11,2023-04-17,84.59,"1,48%",1.25
3461,OUJP11,2023-03-14,89.84,"1,39%",1.25
3462,OUJP11,2023-02-14,89.12,"1,40%",1.25
3463,OUJP11,2023-01-13,89.87,"1,39%",1.25
3464,OUJP11,2022-12-14,87.78,"1,37%",1.2
3465,OUJP11,2022-11-16,87.98,"1,36%",1.2
3466,OUJP11,2022-10-17,87.72,"1,37%",1.2
3467,OUJP11,2022-09-15,86.6,"1,44%",1.25
3468,OUJP11,2022-08-12,86.8,"1,56%",1.35
3469,OUJP11,2022-07-14,87.76,"1,68%",1.47
3470,OUJP11,2022-06-14,86.33,"1,62%",1.4
3471,OUJP11,2022-05-13,86.93,"1,50%",1.3
3472,OUJP11,2022-04-14,84.13,"1,52%",1.28
3473,OUJP11,2022-03-15,81.22,"1,54%",1.25
3474,OUJP11,2022-02-14,82.27,"1,34%",1.1
3475,OUJP11,2022-01-14,83.6,"1,14%",0.95
3476,OUJP11,2021-12-14,76.6,"1,31%",1.0
3477,OUJP11,2021-11-16,81.58,"1,14%",0.93
3478,OUJP11,2021-10-15,80.24,"1,12%",0.9
3479,OUJP11,2021-09-15,81.76,"1,10%",0.9
3480,OUJP11,2021-08-13,88.18,"0,74%",0.65
3481,OUJP11,2021-07-14,88.79,"0,94%",0.83
3482,OUJP11,2021-06-15,92.65,"0,70%",0.65
3483,OUJP11,2021-05-14,95.68,"0,68%",0.65
3484,OUJP11,2021-04-15,97.03,"0,67%",0.65
3485,OUJP11,2021-03-12,92.42,"0,81%",0.75
3486,OUJP11,2021-02-12,97.97,"0,71%",0.7
3487,OUJP11,2021-01-15,98.04,"1,18%",1.16
3488,OUJP11,2020-12-14,93.74,"0,71%",0.67
3489,OUJP11,2020-11-16,92.34,"0,65%",0.6
3490,OUJP11,2020-10-15,93.34,"0,47%",0.44
3491,OUJP11,2020-09-15,96.32,"0,48%",0.46
3492,OUJP11,2020-08-14,94.41,"0,53%",0.5
3493,OUJP11,2020-07-14,100.86,"0,62%",0.63
3494,OUJP11,2020-06-15,92.1,"0,68%",0.63
3495,OUJP11,2020-05-15,91.78,"0,69%",0.63
3496,OUJP11,2020-04-15,83.58,"0,72%",0.6
3530,SNEL11,2025-03-25,8.84,"1,13%",0.1
3531,SNEL11,2025-02-25,8.7,"1,15%",0.1
3532,SNEL11,2025-01-24,8.6,"1,16%",0.1
3533,SNEL11,2024-12-23,8.49,"1,18%",0.1
3534,SNEL11,2024-11-25,8.6,"1,16%",0.1
3535,SNEL11,2024-10-25,8.32,"1,20%",0.1
3536,SNEL11,2024-09-25,8.18,"1,22%",0.1
3537,SNEL11,2024-08-23,8.25,"1,21%",0.1
3538,SNEL11,2024-07-25,8.3,"1,20%",0.1
3539,SNEL11,2024-06-25,119.24,"0,09%",0.1
3540,SNEL11,2024-05-22,115.16,"0,09%",0.1
3541,SNEL11,2024-04-25,118.5,"0,09%",0.1
3542,SNEL11,2024-03-25,126.43,"0,08%",0.1
3543,SNEL11,2024-02-23,116.02,"0,09%",0.1
3544,SNEL11,2024-01-25,109.53,"0,09%",0.1
3545,SNEL11,2023-12-22,107.25,"0,10%",0.1
3547,MALL11,2025-03-18,94.64,"0,90%",0.85
3548,MALL11,2025-02-14,91.91,"0,90%",0.83
3549,MALL11,2025-01-15,93.02,"0,84%",0.78
3550,MALL11,2024-12-13,94.08,"0,83%",0.78
3551,MALL11,2024-11-14,98.22,"0,79%",0.78
3552,MALL11,2024-10-14,97.97,"0,80%",0.78
3553,MALL11,2024-09-13,105.33,"0,74%",0.78
3554,MALL11,2024-08-14,105.03,"0,76%",0.8
3555,MALL11,2024-07-12,104.03,"0,77%",0.8
3556,MALL11,2024-06-14,104.67,"0,83%",0.87
3557,MALL11,2024-05-15,107.09,"0,84%",0.9
3558,MALL11,2024-04-12,111.18,"0,83%",0.92
3559,MALL11,2024-03-14,111.41,"0,83%",0.92
3560,MALL11,2024-02-16,110.38,"0,83%",0.92
3561,MALL11,2024-01-15,111.15,"0,72%",0.8
3562,MALL11,2023-12-14,109.19,"0,73%",0.8
3563,MALL11,2023-11-16,108.81,"0,78%",0.85
3564,MALL11,2023-10-16,110.1,"0,77%",0.85
3565,MALL11,2023-09-15,109.75,"0,77%",0.85
3566,MALL11,2023-08-14,108.05,"0,74%",0.8
3567,MALL11,2023-07-14,109.91,"0,73%",0.8
3568,MALL11,2023-06-15,102.42,"0,76%",0.78
3569,MALL11,2023-05-15,97.6,"0,80%",0.78
3570,MALL11,2023-04-17,92.59,"0,84%",0.78
3571,MALL11,2023-03-14,91.85,"0,85%",0.78
3572,MALL11,2023-02-14,96.37,"0,81%",0.78
3573,MALL11,2023-01-13,96.83,"0,81%",0.78
3574,MALL11,2022-12-14,99.71,"0,78%",0.78
3575,MALL11,2022-11-16,103.18,"0,76%",0.78
3576,MALL11,2022-10-17,102.36,"0,78%",0.8
3577,MALL11,2022-09-15,102.15,"0,75%",0.77
3578,MALL11,2022-08-12,94.72,"0,79%",0.75
3579,MALL11,2022-07-14,94.81,"0,76%",0.72
3580,MALL11,2022-06-14,94.71,"0,76%",0.72
3581,MALL11,2022-05-13,95.46,"0,75%",0.72
3582,MALL11,2022-04-14,94.86,"0,76%",0.72
3583,MALL11,2022-03-15,92.58,"0,78%",0.72
3584,MALL11,2022-02-14,91.91,"0,78%",0.72
3585,MALL11,2022-01-14,89.49,"0,73%",0.65
3586,MALL11,2021-12-14,77.65,"0,80%",0.62
3587,MALL11,2021-11-16,85.01,"0,71%",0.6
3588,MALL11,2021-10-15,87.32,"0,65%",0.57
3589,MALL11,2021-09-15,90.25,"0,61%",0.55
3590,MALL11,2021-08-13,91.99,"0,58%",0.53
3591,MALL11,2021-07-15,88.64,"0,56%",0.5
3592,MALL11,2021-06-15,90.18,"0,50%",0.45
3593,MALL11,2021-05-14,92.91,"0,43%",0.4
3594,MALL11,2021-04-15,88.45,"0,51%",0.45
3595,MALL11,2021-03-12,93.2,"0,64%",0.6
3596,MALL11,2021-02-12,97.94,"0,63%",0.62
3597,MALL11,2021-01-15,97.92,"0,63%",0.62
3598,MALL11,2020-12-14,89.23,"0,65%",0.58
3599,MALL11,2020-11-16,82.47,"0,58%",0.48
3600,MALL11,2020-10-15,85.48,"0,41%",0.35
3601,MALL11,2020-09-15,85.49,"0,35%",0.3
3602,MALL11,2020-08-14,79.46,"0,19%",0.15
3603,MALL11,2020-07-14,80.84,"0,17%",0.14
3604,MALL11,2020-06-12,76.55,"0,14%",0.11
3605,MALL11,2020-05-15,78.99,"0,15%",0.12
3606,MALL11,2020-04-15,76.16,"0,53%",0.4
3633,HABT11,2025-03-12,75.79,"1,42%",1.08
3634,HABT11,2025-02-14,69.6,"1,58%",1.1
3635,HABT11,2025-01-10,75.18,"1,40%",1.05
3636,HABT11,2024-12-11,71.64,"1,42%",1.02
3637,HABT11,2024-11-12,75.93,"1,19%",0.9
3638,HABT11,2024-10-11,79.63,"1,26%",1.0
3639,HABT11,2024-09-12,80.91,"1,17%",0.95
3640,HABT11,2024-08-12,80.47,"1,24%",1.0
3641,HABT11,2024-07-12,80.37,"1,24%",1.0
3642,HABT11,2024-06-12,81.88,"1,28%",1.05
3643,HABT11,2024-05-12,81.84,"1,38%",1.13
3644,HABT11,2024-04-12,83.62,"1,32%",1.1
3645,HABT11,2024-03-12,82.12,"1,28%",1.05
3646,HABT11,2024-02-09,80.68,"1,24%",1.0
3647,HABT11,2024-01-12,81.04,"1,21%",0.98
3648,HABT11,2023-12-12,78.45,"1,27%",1.0
3649,HABT11,2023-11-10,79.71,"1,25%",1.0
3650,HABT11,2023-10-11,83.44,"1,20%",1.0
3651,HABT11,2023-09-12,87.24,"1,15%",1.0
3652,HABT11,2023-08-11,85.4,"1,41%",1.2
3653,HABT11,2023-07-12,86.55,"1,39%",1.2
3654,HABT11,2023-06-12,82.37,"1,58%",1.3
3655,HABT11,2023-05-12,75.27,"1,69%",1.27
3656,HABT11,2023-04-12,76.54,"1,63%",1.25
3657,HABT11,2023-03-10,77.97,"1,54%",1.2
3658,HABT11,2023-02-10,81.02,"1,46%",1.18
3659,HABT11,2023-01-12,80.11,"1,46%",1.17
3660,HABT11,2022-12-12,79.49,"1,16%",0.92
3661,HABT11,2022-11-11,86.41,"1,04%",0.9
3662,HABT11,2022-10-11,83.75,"1,19%",1.0
3663,HABT11,2022-09-12,86.42,"1,19%",1.03
3664,HABT11,2022-08-12,88.14,"1,47%",1.3
3665,HABT11,2022-07-12,90.74,"1,43%",1.3
3666,HABT11,2022-06-10,92.19,"1,52%",1.4
3667,HABT11,2022-05-12,92.75,"1,35%",1.25
3668,HABT11,2022-04-12,95.46,"1,26%",1.2
3669,HABT11,2022-03-11,95.95,"1,35%",1.3
3670,HABT11,2022-02-07,98.5,"1,22%",1.2
3671,HABT11,2022-01-12,98.28,"1,32%",1.3
3672,HABT11,2021-12-10,98.97,"1,52%",1.5
3673,HABT11,2021-11-12,104.7,"1,43%",1.5
3674,HABT11,2021-10-11,101.51,"1,48%",1.5
3675,HABT11,2021-09-10,110.97,"1,35%",1.5
3676,HABT11,2021-08-12,116.48,"1,37%",1.6
3677,HABT11,2021-07-12,110.97,"1,80%",2.0
3678,HABT11,2021-06-11,112.52,"1,60%",1.8
3679,HABT11,2021-05-12,108.64,"1,66%",1.8
3680,HABT11,2021-04-12,107.22,"1,40%",1.5
3681,HABT11,2021-03-12,109.76,"1,14%",1.25
3682,HABT11,2021-02-12,111.77,"1,12%",1.25
3683,HABT11,2021-01-15,108.17,"1,39%",1.5
3684,HABT11,2020-12-11,108.65,"1,70%",1.85
3685,HABT11,2020-11-12,101.78,"1,29%",1.31
3686,HABT11,2020-10-09,102.11,"0,98%",1.0
3687,HABT11,2020-09-11,97.34,"1,00%",0.97
3688,HABT11,2020-08-12,91.7,"1,00%",0.92
3689,HABT11,2020-07-10,89.6,"0,67%",0.6
3690,HABT11,2020-06-12,84.61,"0,83%",0.7
3691,HABT11,2020-05-12,84.99,"0,84%",0.71
3692,HABT11,2020-04-09,79.43,"1,04%",0.83
3699,TRXF11,2025-03-18,101.57,"0,92%",0.93
3700,TRXF11,2025-02-14,98.69,"0,94%",0.93
3701,TRXF11,2025-01-15,98.61,"2,54%",2.5
3702,TRXF11,2024-12-13,97.97,"0,95%",0.93
3703,TRXF11,2024-11-14,96.97,"0,96%",0.93
3704,TRXF11,2024-10-14,100.61,"0,92%",0.93
3705,TRXF11,2024-09-13,100.18,"0,93%",0.93
3706,TRXF11,2024-08-14,100.11,"0,93%",0.93
3707,TRXF11,2024-07-12,97.43,"1,08%",1.05
3708,TRXF11,2024-06-14,100.85,"0,89%",0.9
3709,TRXF11,2024-05-15,102.35,"0,88%",0.9
3710,TRXF11,2024-04-12,103.62,"0,87%",0.9
3711,TRXF11,2024-03-14,105.58,"0,85%",0.9
3712,TRXF11,2024-02-16,103.3,"0,87%",0.9
3713,TRXF11,2024-01-15,103.48,"1,64%",1.7
3714,TRXF11,2023-12-14,100.69,"0,89%",0.9
3715,TRXF11,2023-11-16,99.94,"0,90%",0.9
3716,TRXF11,2023-10-16,104.38,"0,86%",0.9
3717,TRXF11,2023-09-15,105.39,"0,85%",0.9
3718,TRXF11,2023-08-14,104.51,"0,86%",0.9
3719,TRXF11,2023-07-14,102.32,"0,88%",0.9
3720,TRXF11,2023-06-15,96.62,"0,88%",0.85
3721,TRXF11,2023-05-15,96.95,"0,88%",0.85
3722,TRXF11,2023-04-17,94.91,"0,90%",0.85
3723,TRXF11,2023-03-14,96.22,"0,88%",0.85
3724,TRXF11,2023-02-14,97.05,"0,88%",0.85
3725,TRXF11,2023-01-13,97.39,"1,23%",1.2
3726,TRXF11,2022-12-14,97.27,"0,87%",0.85
3727,TRXF11,2022-11-16,101.32,"0,84%",0.85
3728,TRXF11,2022-10-17,106.61,"0,80%",0.85
3729,TRXF11,2022-09-15,101.94,"0,83%",0.85
3730,TRXF11,2022-08-12,95.56,"0,89%",0.85
3731,TRXF11,2022-07-14,91.11,"1,15%",1.05
3732,TRXF11,2022-06-14,91.49,"0,93%",0.85
3733,TRXF11,2022-05-13,92.53,"0,86%",0.8
3734,TRXF11,2022-04-14,92.92,"0,86%",0.8
3735,TRXF11,2022-03-15,97.23,"0,82%",0.8
3736,TRXF11,2022-02-14,93.54,"0,86%",0.8
3737,TRXF11,2022-01-14,93.6,"0,96%",0.9
3738,TRXF11,2021-12-14,90.52,"0,88%",0.8
3739,TRXF11,2021-11-16,92.61,"0,83%",0.77
3740,TRXF11,2021-10-15,94.05,"0,77%",0.72
3741,TRXF11,2021-09-15,94.5,"0,74%",0.7
3742,TRXF11,2021-08-13,95.61,"0,73%",0.7
3743,TRXF11,2021-07-15,95.85,"0,73%",0.7
3744,TRXF11,2021-06-15,97.69,"0,72%",0.7
3745,TRXF11,2021-05-14,99.57,"0,70%",0.7
3746,TRXF11,2021-04-15,99.57,"0,70%",0.7
3747,TRXF11,2021-03-12,103.61,"0,68%",0.7
3748,TRXF11,2021-02-12,98.73,"0,71%",0.7
3749,TRXF11,2021-01-15,94.37,"0,74%",0.7
3750,TRXF11,2020-12-14,93.95,"0,75%",0.7
3751,TRXF11,2020-11-16,92.56,"0,76%",0.7
3752,TRXF11,2020-10-15,93.35,"0,48%",0.45
3753,TRXF11,2020-09-15,94.01,"0,36%",0.34
3754,TRXF11,2020-08-14,96.94,"0,68%",0.66
3755,TRXF11,2020-07-14,94.93,"0,71%",0.67
3756,TRXF11,2020-06-12,88.16,"0,76%",0.67
3757,TRXF11,2020-05-15,87.05,"0,77%",0.67
3758,TRXF11,2020-04-14,88.9,"0,75%",0.67
3760,LVBI11,2025-03-11,96.66,"0,86%",0.83
3761,LVBI11,2025-02-07,88.73,"0,94%",0.83
3762,LVBI11,2025-01-08,94.6,"0,88%",0.83
3763,LVBI11,2024-12-06,94.34,"0,88%",0.83
3764,LVBI11,2024-11-07,99.66,"0,83%",0.83
3765,LVBI11,2024-10-07,103.89,"0,80%",0.83
3766,LVBI11,2024-09-06,106.29,"0,85%",0.9
3767,LVBI11,2024-08-07,108.96,"0,83%",0.9
3768,LVBI11,2024-07-05,104.64,"0,86%",0.9
3769,LVBI11,2024-06-07,108.84,"0,83%",0.9
3770,LVBI11,2024-05-08,108.59,"0,83%",0.9
3771,LVBI11,2024-04-05,111.75,"0,81%",0.9
3772,LVBI11,2024-03-07,110.48,"0,81%",0.9
3773,LVBI11,2024-02-07,111.49,"0,94%",1.05
3774,LVBI11,2024-01-08,110.5,"0,81%",0.9
3775,LVBI11,2023-12-07,106.43,"0,85%",0.9
3776,LVBI11,2023-11-08,109.95,"0,79%",0.87
3777,LVBI11,2023-10-06,111.26,"0,71%",0.79
3778,LVBI11,2023-09-08,109.4,"0,72%",0.79
3779,LVBI11,2023-08-07,110.05,"0,72%",0.79
3780,LVBI11,2023-07-07,110.27,"0,71%",0.78
3781,LVBI11,2023-06-07,99.19,"0,77%",0.76
3782,LVBI11,2023-05-08,95.97,"0,79%",0.76
3783,LVBI11,2023-04-10,88.84,"0,84%",0.75
3784,LVBI11,2023-03-07,88.43,"0,81%",0.72
3785,LVBI11,2023-02-07,90.83,"0,83%",0.75
3786,LVBI11,2023-01-06,96.59,"0,78%",0.75
3787,LVBI11,2022-12-07,96.31,"0,78%",0.75
3788,LVBI11,2022-11-08,103.87,"0,72%",0.75
3789,LVBI11,2022-10-07,108.74,"0,69%",0.75
3790,LVBI11,2022-09-08,106.35,"0,71%",0.75
3791,LVBI11,2022-08-05,93.73,"0,79%",0.74
3792,LVBI11,2022-07-07,92.32,"0,80%",0.74
3793,LVBI11,2022-06-07,95.81,"0,77%",0.74
3794,LVBI11,2022-05-06,93.48,"0,79%",0.74
3795,LVBI11,2022-04-07,93.9,"0,77%",0.72
3796,LVBI11,2022-03-08,92.6,"0,77%",0.71
3797,LVBI11,2022-02-07,93.55,"0,76%",0.71
3798,LVBI11,2022-01-07,96.65,"0,73%",0.71
3799,LVBI11,2021-12-07,81.49,"0,86%",0.7
3800,LVBI11,2021-11-08,91.86,"0,73%",0.67
3801,LVBI11,2021-10-07,95.12,"0,68%",0.65
3802,LVBI11,2021-09-08,95.27,"0,66%",0.63
3803,LVBI11,2021-08-06,98.42,"0,63%",0.62
3804,LVBI11,2021-07-07,99.3,"0,58%",0.58
3805,LVBI11,2021-06-08,98.85,"0,57%",0.56
3806,LVBI11,2021-05-07,104.84,"0,53%",0.56
3807,LVBI11,2021-04-08,106.88,"0,49%",0.52
3808,LVBI11,2021-03-05,110.62,"0,42%",0.47
3809,LVBI11,2021-02-05,110.17,"0,47%",0.52
3810,LVBI11,2021-01-08,112.36,"0,42%",0.47
3811,LVBI11,2020-12-07,109.5,"0,33%",0.36
3812,LVBI11,2020-11-09,111.9,"0,28%",0.31
3813,LVBI11,2020-10-07,115.54,"0,57%",0.66
3814,LVBI11,2020-09-08,115.32,"0,58%",0.67
3815,LVBI11,2020-08-07,125.62,"0,55%",0.69
3816,LVBI11,2020-07-07,115.57,"0,58%",0.67
3817,LVBI11,2020-06-05,116.95,"0,51%",0.6
3818,LVBI11,2020-05-08,111.56,"0,54%",0.6
3819,LVBI11,2020-04-07,95.61,"0,63%",0.6
3835,XPML11,2025-03-25,98.3,"0,94%",0.92
3836,XPML11,2025-02-25,98.03,"0,94%",0.92
3837,XPML11,2025-01-24,94.26,"0,98%",0.92
3838,XPML11,2024-12-23,94.05,"0,98%",0.92
3839,XPML11,2024-11-25,99.84,"0,92%",0.92
3840,XPML11,2024-10-25,101.37,"0,91%",0.92
3841,XPML11,2024-09-25,105.58,"0,87%",0.92
3842,XPML11,2024-08-23,105.68,"0,87%",0.92
3843,XPML11,2024-07-25,105.22,"0,87%",0.92
3844,XPML11,2024-06-25,101.31,"0,91%",0.92
3845,XPML11,2024-05-24,107.86,"0,85%",0.92
3846,XPML11,2024-04-25,106.63,"0,85%",0.91
3847,XPML11,2024-03-25,108.38,"0,83%",0.9
3848,XPML11,2024-02-23,109.47,"0,82%",0.9
3849,XPML11,2024-01-25,106.72,"0,86%",0.92
3850,XPML11,2023-12-22,103.28,"0,87%",0.9
3851,XPML11,2023-11-24,104.43,"0,81%",0.85
3852,XPML11,2023-10-25,102.84,"0,83%",0.85
3853,XPML11,2023-09-25,103.8,"0,82%",0.85
3854,XPML11,2023-08-25,99.86,"0,84%",0.84
3855,XPML11,2023-07-25,95.87,"0,87%",0.83
3856,XPML11,2023-06-23,95.9,"0,84%",0.81
3857,XPML11,2023-05-25,94.76,"0,85%",0.81
3858,XPML11,2023-04-25,92.16,"0,87%",0.8
3859,XPML11,2023-03-24,89.79,"0,87%",0.78
3860,XPML11,2023-02-24,89.88,"0,86%",0.77
3861,XPML11,2023-01-25,90.86,"0,99%",0.9
3862,XPML11,2022-12-23,87.54,"0,88%",0.77
3863,XPML11,2022-11-25,93.12,"0,81%",0.75
3864,XPML11,2022-10-25,95.68,"0,78%",0.75
3865,XPML11,2022-09-23,96.48,"0,76%",0.73
3866,XPML11,2022-08-25,94.95,"0,74%",0.7
3867,XPML11,2022-07-25,85.55,"0,81%",0.69
3868,XPML11,2022-06-24,89.14,"0,76%",0.68
3869,XPML11,2022-05-25,89.63,"0,76%",0.68
3870,XPML11,2022-04-25,92.07,"0,72%",0.66
3871,XPML11,2022-03-25,83.35,"0,77%",0.64
3872,XPML11,2022-02-25,86.07,"0,70%",0.6
3873,XPML11,2022-01-25,87.59,"0,97%",0.85
3874,XPML11,2021-12-23,86.99,"0,63%",0.55
3875,XPML11,2021-11-25,90.08,"0,56%",0.5
3876,XPML11,2021-10-25,96.03,"0,59%",0.57
3877,XPML11,2021-09-24,93.87,"0,61%",0.57
3878,XPML11,2021-08-25,92.03,"0,65%",0.6
3879,XPML11,2021-07-23,97.99,"0,53%",0.52
3880,XPML11,2021-06-25,97.02,"0,41%",0.4
3881,XPML11,2021-05-25,95.9,"0,31%",0.3
3882,XPML11,2021-04-23,99.55,"0,15%",0.15
3883,XPML11,2021-03-25,95.59,"0,26%",0.25
3884,XPML11,2021-02-25,103.57,"0,34%",0.35
3885,XPML11,2021-01-22,105.9,"0,64%",0.68
3886,XPML11,2020-12-23,103.97,"0,43%",0.45
3887,XPML11,2020-11-25,102.86,"0,41%",0.42
3888,XPML11,2020-10-23,101.27,"0,26%",0.26
3889,XPML11,2020-09-25,100.76,"0,18%",0.18
3890,XPML11,2020-08-25,100.84,"0,03%",0.03
3891,XPML11,2020-07-24,92.89,"0,45%",0.42
3892,XPML11,2020-06-25,97.79,"0,28%",0.27
3918,BPFF11,2025-03-11,55.0,"1,13%",0.62
3919,BPFF11,2025-02-07,51.45,"1,17%",0.6
3920,BPFF11,2025-01-08,54.16,"1,11%",0.6
3921,BPFF11,2024-12-06,55.47,"1,08%",0.6
3922,BPFF11,2024-11-07,56.83,"1,06%",0.6
3923,BPFF11,2024-10-07,61.18,"1,01%",0.62
3924,BPFF11,2024-09-06,63.43,"0,98%",0.62
3925,BPFF11,2024-08-07,63.2,"0,98%",0.62
3926,BPFF11,2024-07-05,63.38,"0,98%",0.62
3927,BPFF11,2024-06-07,63.97,"0,97%",0.62
3928,BPFF11,2024-05-08,64.5,"0,96%",0.62
3929,BPFF11,2024-04-05,65.82,"0,94%",0.62
3930,BPFF11,2024-03-07,64.56,"0,96%",0.62
3931,BPFF11,2024-02-07,65.78,"0,94%",0.62
3932,BPFF11,2024-01-08,63.81,"0,97%",0.62
3933,BPFF11,2023-12-07,62.18,"1,00%",0.62
3934,BPFF11,2023-11-08,61.75,"1,00%",0.62
3935,BPFF11,2023-10-06,63.81,"0,97%",0.62
3936,BPFF11,2023-09-08,65.88,"0,94%",0.62
3937,BPFF11,2023-08-07,65.51,"0,95%",0.62
3938,BPFF11,2023-07-07,62.6,"0,99%",0.62
3939,BPFF11,2023-06-07,59.27,"1,05%",0.62
3940,BPFF11,2023-05-08,55.67,"1,11%",0.62
3941,BPFF11,2023-04-10,53.12,"1,17%",0.62
3942,BPFF11,2023-03-07,54.99,"1,13%",0.62
3943,BPFF11,2023-02-07,57.96,"1,07%",0.62
3944,BPFF11,2023-01-06,57.44,"1,08%",0.62
3945,BPFF11,2022-12-07,57.84,"1,07%",0.62
3946,BPFF11,2022-11-08,62.04,"1,00%",0.62
3947,BPFF11,2022-10-07,63.49,"1,10%",0.7
3948,BPFF11,2022-09-08,63.28,"1,11%",0.7
3949,BPFF11,2022-08-05,58.7,"1,28%",0.75
3950,BPFF11,2022-07-07,57.15,"1,40%",0.8
3951,BPFF11,2022-06-07,58.22,"1,29%",0.75
3952,BPFF11,2022-05-06,58.07,"1,12%",0.65
3953,BPFF11,2022-04-07,57.82,"1,04%",0.6
3954,BPFF11,2022-03-08,58.16,"1,03%",0.6
3955,BPFF11,2022-02-07,59.8,"1,00%",0.6
3956,BPFF11,2022-01-07,64.12,"0,94%",0.6
3957,BPFF11,2021-12-07,54.64,"1,10%",0.6
3958,BPFF11,2021-11-08,56.66,"1,01%",0.57
3959,BPFF11,2021-10-07,61.85,"0,89%",0.55
3960,BPFF11,2021-09-08,65.73,"0,84%",0.55
3961,BPFF11,2021-08-06,68.89,"0,80%",0.55
3962,BPFF11,2021-07-07,68.25,"0,84%",0.57
3963,BPFF11,2021-06-08,71.11,"0,80%",0.57
3964,BPFF11,2021-05-07,69.71,"0,82%",0.57
